Distance,NOS
3.477842028999999968e+01,1.810000000000000000e+02
3.238122433000000200e+01,6.400000000000000000e+01
2.221261632999999946e+01,9.500000000000000000e+01
3.140654261999999974e+01,3.500000000000000000e+02
3.106833736000000101e+01,1.960000000000000000e+02
2.310266890000000117e+01,2.240000000000000000e+02
4.084470166999999918e+01,1.610000000000000000e+02
3.000000118999999743e-01,4.362000000000000000e+03
3.279882795000000328e+01,2.640000000000000000e+02
4.158105305000000129e+01,1.110000000000000000e+02
3.996853183999999715e+01,7.000000000000000000e+01
4.196818331000000057e+01,1.510000000000000000e+02
3.485150866000000036e+01,1.630000000000000000e+02
3.007113195999999888e+01,1.560000000000000000e+02
3.088504113000000117e+01,2.610000000000000000e+02
3.000000118999999743e-01,3.600000000000000000e+03
1.592720240000000054e+01,4.520000000000000000e+02
3.712497119999999740e+01,1.480000000000000000e+02
3.702250615999999894e+01,7.100000000000000000e+01
3.493632205000000113e+01,6.600000000000000000e+01
4.132980144999999794e+01,2.010000000000000000e+02
3.552627746999999658e+01,1.900000000000000000e+02
3.000000118999999743e-01,1.345000000000000000e+03
1.302751186000000061e+01,8.540000000000000000e+02
9.925188078999999775e+00,2.620000000000000000e+02
1.206959024999999919e+01,5.130000000000000000e+02
1.786033368000000010e+01,1.740000000000000000e+02
3.182306308000000072e+01,5.200000000000000000e+01
3.638885514999999771e+01,8.100000000000000000e+01
3.000000118999999743e-01,1.331000000000000000e+03
2.803957894999999922e+01,5.480000000000000000e+02
1.385596624999999982e+01,2.680000000000000000e+02
1.630531895000000020e+01,2.820000000000000000e+02
2.817799021000000081e+01,2.320000000000000000e+02
2.871146811999999926e+01,6.100000000000000000e+01
3.000000118999999743e-01,1.444000000000000000e+03
2.683875332999999941e+01,6.680000000000000000e+02
2.338233879999999942e+01,1.700000000000000000e+01
1.892999130999999835e+01,9.000000000000000000e+01
1.708897754999999918e+01,2.450000000000000000e+02
2.683886678000000003e+01,2.160000000000000000e+02
3.000000118999999743e-01,2.567000000000000000e+03
2.930577098999999919e+01,4.490000000000000000e+02
2.285998973999999961e+01,5.000000000000000000e+00
2.202582827999999893e+01,3.290000000000000000e+02
1.986466649999999845e+01,1.670000000000000000e+02
3.000000118999999743e-01,8.090000000000000000e+02
2.197250505999999959e+01,9.350000000000000000e+02
2.672639660999999833e+01,1.590000000000000000e+02
2.512939486999999872e+01,3.400000000000000000e+01
1.955431851000000165e+01,2.430000000000000000e+02
3.000000118999999743e-01,1.224000000000000000e+03
2.541476421000000130e+01,4.330000000000000000e+02
2.973747553999999838e+01,4.000000000000000000e+01
2.141604011000000085e+01,3.800000000000000000e+02
3.000000118999999743e-01,9.560000000000000000e+02
1.709302223999999981e+01,3.440000000000000000e+02
1.644999788999999879e+01,4.860000000000000000e+02
3.000000118999999743e-01,6.580000000000000000e+02
1.929374372999999920e+01,2.080000000000000000e+02
1.859999204000000006e+01,1.680000000000000000e+02
3.000000118999999743e-01,4.670000000000000000e+02
1.675645567999999841e+01,3.790000000000000000e+02
3.000000118999999743e-01,5.770000000000000000e+02
3.000000118999999743e-01,3.300000000000000000e+02
1.816966526999999942e+01,3.660000000000000000e+02
1.790274033000000031e+01,5.830000000000000000e+02
1.812395203000000166e+01,7.890000000000000000e+02
2.307691227999999839e+01,1.144000000000000000e+03
2.899973406000000153e+01,8.230000000000000000e+02
3.408830666000000065e+01,6.690000000000000000e+02
3.628052678000000242e+01,2.470000000000000000e+02
3.861532033000000297e+01,2.800000000000000000e+02
3.221441678000000053e+01,3.670000000000000000e+02
3.061640866999999844e+01,1.460000000000000000e+02
3.562888736000000023e+01,2.870000000000000000e+02
3.206352205000000311e+01,2.140000000000000000e+02
3.200361373999999870e+01,3.300000000000000000e+02
3.344682109000000025e+01,1.430000000000000000e+02
3.390959766999999658e+01,1.560000000000000000e+02
2.332233345999999941e+01,1.970000000000000000e+02
1.959055204999999944e+01,1.060000000000000000e+02
3.784282669000000254e+01,4.200000000000000000e+01
9.468422070000000801e+00,2.850000000000000000e+02
3.000000118999999743e-01,1.283000000000000000e+03
3.000000118999999743e-01,5.430000000000000000e+02
1.794330406999999994e+01,3.810000000000000000e+02
1.927821287000000083e+01,6.060000000000000000e+02
2.021192436000000114e+01,7.210000000000000000e+02
2.349807078999999987e+01,1.199000000000000000e+03
3.103197258999999875e+01,7.500000000000000000e+02
3.446582209000000319e+01,5.360000000000000000e+02
3.238568335000000076e+01,7.350000000000000000e+02
3.870801455000000146e+01,3.350000000000000000e+02
3.327086856999999753e+01,2.990000000000000000e+02
3.040598818000000136e+01,1.500000000000000000e+02
3.106260188999999983e+01,2.970000000000000000e+02
3.066076491999999831e+01,3.060000000000000000e+02
2.953392373999999876e+01,2.710000000000000000e+02
3.083016407999999942e+01,2.750000000000000000e+02
2.781617157999999890e+01,2.470000000000000000e+02
3.422278623999999780e+01,9.200000000000000000e+01
3.394893799999999828e+01,4.900000000000000000e+01
2.854698459999999827e+01,2.170000000000000000e+02
1.289186321999999940e+01,2.950000000000000000e+02
1.616018615000000125e+01,4.070000000000000000e+02
3.000000118999999743e-01,3.860000000000000000e+02
3.000000118999999743e-01,6.780000000000000000e+02
1.825348433999999997e+01,1.290000000000000000e+02
2.014487746000000001e+01,3.810000000000000000e+02
1.973798412000000013e+01,7.450000000000000000e+02
2.440650555999999938e+01,1.166000000000000000e+03
2.731605569999999972e+01,1.045000000000000000e+03
3.432870014000000225e+01,5.360000000000000000e+02
3.694595677000000222e+01,6.000000000000000000e+02
3.555496214000000066e+01,7.200000000000000000e+02
3.406871475999999888e+01,3.680000000000000000e+02
2.854174831999999995e+01,7.900000000000000000e+01
2.741835259000000136e+01,3.320000000000000000e+02
2.701733653000000146e+01,3.630000000000000000e+02
2.871408604000000153e+01,2.340000000000000000e+02
2.820118554000000088e+01,2.480000000000000000e+02
3.338605949000000095e+01,5.680000000000000000e+02
3.423963370999999967e+01,2.950000000000000000e+02
1.910538401999999891e+01,3.710000000000000000e+02
1.989312560999999846e+01,3.640000000000000000e+02
1.414706192000000051e+01,5.100000000000000000e+02
1.786576236999999878e+01,4.470000000000000000e+02
3.000000118999999743e-01,9.360000000000000000e+02
3.000000118999999743e-01,1.840000000000000000e+02
3.000000118999999743e-01,5.850000000000000000e+02
1.551446244000000085e+01,2.420000000000000000e+02
2.108145499999999828e+01,3.830000000000000000e+02
2.182875698999999869e+01,1.335000000000000000e+03
2.308025638999999885e+01,1.049000000000000000e+03
2.516024896000000055e+01,9.060000000000000000e+02
3.473084707999999665e+01,3.950000000000000000e+02
3.566827600999999959e+01,2.840000000000000000e+02
3.290992576000000014e+01,7.630000000000000000e+02
3.122585059000000030e+01,6.840000000000000000e+02
2.579998215000000172e+01,1.020000000000000000e+02
2.414820066000000054e+01,1.680000000000000000e+02
2.454023185999999868e+01,2.460000000000000000e+02
3.012125874999999908e+01,2.820000000000000000e+02
2.988518957999999870e+01,4.600000000000000000e+02
3.207556347999999957e+01,2.950000000000000000e+02
2.334388533999999993e+01,4.920000000000000000e+02
2.598811617000000140e+01,5.310000000000000000e+02
2.165903292999999863e+01,5.030000000000000000e+02
3.270060888999999804e+01,4.670000000000000000e+02
2.226094575999999847e+01,7.530000000000000000e+02
3.000000118999999743e-01,5.380000000000000000e+02
3.000000118999999743e-01,1.530000000000000000e+02
1.298469056000000066e+01,3.790000000000000000e+02
1.866213858000000059e+01,2.800000000000000000e+02
2.083713579999999865e+01,3.850000000000000000e+02
2.178362526000000088e+01,8.920000000000000000e+02
2.494060474000000127e+01,6.130000000000000000e+02
2.733527283000000097e+01,9.350000000000000000e+02
3.204173303000000317e+01,6.800000000000000000e+02
3.356735584999999844e+01,9.200000000000000000e+01
3.156931632999999948e+01,5.970000000000000000e+02
2.853662474000000060e+01,1.056000000000000000e+03
2.705472024000000175e+01,9.920000000000000000e+02
2.261198113000000021e+01,7.340000000000000000e+02
2.523331969999999913e+01,5.490000000000000000e+02
2.762216163000000080e+01,8.520000000000000000e+02
2.863690018000000137e+01,3.900000000000000000e+02
2.308488514000000080e+01,5.960000000000000000e+02
2.287743464000000060e+01,7.050000000000000000e+02
3.688301845000000156e+01,4.250000000000000000e+02
4.013307166999999964e+01,3.050000000000000000e+02
3.765548890000000171e+01,3.800000000000000000e+02
3.292755138999999787e+01,2.900000000000000000e+02
3.000000118999999743e-01,1.546000000000000000e+03
3.000000118999999743e-01,3.800000000000000000e+02
3.000000118999999743e-01,8.960000000000000000e+02
1.698946400000000168e+01,7.600000000000000000e+01
2.081650145000000052e+01,3.270000000000000000e+02
2.386610221000000109e+01,2.420000000000000000e+02
2.667280421999999973e+01,5.630000000000000000e+02
2.464168739000000130e+01,4.820000000000000000e+02
2.650951510999999883e+01,4.930000000000000000e+02
3.013353183999999985e+01,5.930000000000000000e+02
3.059770229000000086e+01,6.610000000000000000e+02
3.156042525000000154e+01,2.630000000000000000e+02
2.891694230999999959e+01,1.108000000000000000e+03
2.586926539999999974e+01,8.920000000000000000e+02
2.246366208999999969e+01,1.313000000000000000e+03
2.372399676999999940e+01,1.412000000000000000e+03
3.016103164000000092e+01,7.190000000000000000e+02
2.463586937999999904e+01,5.100000000000000000e+02
2.713106520999999915e+01,4.600000000000000000e+02
3.744884572000000134e+01,2.700000000000000000e+02
3.379223200999999932e+01,5.430000000000000000e+02
3.069918215999999944e+01,5.080000000000000000e+02
1.913411170999999911e+01,7.150000000000000000e+02
1.375696630000000020e+01,5.090000000000000000e+02
3.000000118999999743e-01,3.173000000000000000e+03
3.000000118999999743e-01,2.770000000000000000e+02
3.000000118999999743e-01,4.710000000000000000e+02
1.476509588999999956e+01,3.180000000000000000e+02
1.655293457999999873e+01,2.210000000000000000e+02
1.739288116999999900e+01,2.110000000000000000e+02
2.368238745000000023e+01,3.580000000000000000e+02
2.641797942000000177e+01,4.000000000000000000e+02
2.780835802000000001e+01,5.370000000000000000e+02
2.818388840000000073e+01,3.170000000000000000e+02
3.044345136999999824e+01,6.440000000000000000e+02
3.118455489999999841e+01,2.530000000000000000e+02
2.889886807999999974e+01,1.083000000000000000e+03
2.860615220000000036e+01,1.020000000000000000e+03
2.536405948999999893e+01,1.428000000000000000e+03
2.280409384000000017e+01,7.310000000000000000e+02
2.349998794000000046e+01,1.296000000000000000e+03
2.911281831000000153e+01,6.540000000000000000e+02
2.779455524000000111e+01,4.240000000000000000e+02
3.751964388999999755e+01,3.810000000000000000e+02
3.413474701999999894e+01,6.900000000000000000e+02
3.199642827999999994e+01,5.650000000000000000e+02
2.355952097999999850e+01,6.920000000000000000e+02
1.607695243999999946e+01,1.224000000000000000e+03
1.031827494999999928e+01,1.362000000000000000e+03
3.000000118999999743e-01,2.241000000000000000e+03
3.000000118999999743e-01,1.208000000000000000e+03
3.000000118999999743e-01,2.480000000000000000e+02
1.289347863000000061e+01,9.200000000000000000e+01
1.917378263000000160e+01,3.090000000000000000e+02
1.736159058999999871e+01,7.420000000000000000e+02
1.885626601999999963e+01,5.420000000000000000e+02
2.287267419000000146e+01,7.140000000000000000e+02
2.290622235000000018e+01,4.970000000000000000e+02
3.318629554000000326e+01,5.780000000000000000e+02
3.525466139000000254e+01,7.020000000000000000e+02
3.214502706999999759e+01,7.590000000000000000e+02
3.411478558000000305e+01,4.790000000000000000e+02
3.219695713000000126e+01,8.970000000000000000e+02
2.918797537000000020e+01,5.250000000000000000e+02
2.433699895000000168e+01,2.310000000000000000e+03
2.139030865000000148e+01,1.332000000000000000e+03
2.218692706999999942e+01,6.200000000000000000e+02
3.039340027000000077e+01,7.000000000000000000e+02
3.567719687999999678e+01,5.140000000000000000e+02
3.283731484999999850e+01,9.960000000000000000e+02
3.311114165000000042e+01,1.020000000000000000e+03
3.059339788999999854e+01,3.650000000000000000e+02
2.155350544999999940e+01,7.100000000000000000e+02
1.533451735999999954e+01,5.040000000000000000e+02
3.000000118999999743e-01,1.355000000000000000e+03
3.000000118999999743e-01,2.166000000000000000e+03
3.000000118999999743e-01,2.045000000000000000e+03
3.000000118999999743e-01,1.140000000000000000e+02
2.185742975000000143e+01,1.410000000000000000e+02
2.054016512000000105e+01,3.360000000000000000e+02
2.042245459000000096e+01,6.010000000000000000e+02
2.096166970000000163e+01,1.002000000000000000e+03
2.111133385999999845e+01,8.730000000000000000e+02
1.895592728000000093e+01,5.900000000000000000e+02
2.290328918999999885e+01,1.272000000000000000e+03
2.847874905999999839e+01,1.060000000000000000e+03
3.433202502999999695e+01,7.610000000000000000e+02
3.566151679000000030e+01,9.130000000000000000e+02
3.395529398000000043e+01,8.350000000000000000e+02
3.113187921999999830e+01,7.490000000000000000e+02
2.859187889000000027e+01,7.410000000000000000e+02
2.715847395999999847e+01,1.289000000000000000e+03
2.440259005000000059e+01,1.690000000000000000e+03
2.247383402000000174e+01,1.491000000000000000e+03
2.189564349999999848e+01,9.660000000000000000e+02
2.656267026000000087e+01,4.610000000000000000e+02
3.203073761000000275e+01,1.105000000000000000e+03
2.919083472999999884e+01,7.330000000000000000e+02
2.945626469000000114e+01,4.690000000000000000e+02
2.561698627999999900e+01,3.410000000000000000e+02
1.507130204000000084e+01,4.670000000000000000e+02
3.000000118999999743e-01,1.708000000000000000e+03
3.000000118999999743e-01,5.110000000000000000e+02
3.000000118999999743e-01,8.970000000000000000e+02
1.781153764000000095e+01,1.108000000000000000e+03
3.023019883999999990e+01,1.290000000000000000e+02
2.371251773999999912e+01,3.830000000000000000e+02
1.980721693999999999e+01,4.150000000000000000e+02
1.882878548000000052e+01,5.140000000000000000e+02
1.943937392000000131e+01,7.720000000000000000e+02
2.127123818999999827e+01,1.784000000000000000e+03
2.409714826000000087e+01,2.572000000000000000e+03
2.299582483000000011e+01,1.993000000000000000e+03
2.569702394999999839e+01,1.352000000000000000e+03
2.977834780999999964e+01,8.230000000000000000e+02
3.281729531999999949e+01,4.270000000000000000e+02
3.132577511999999942e+01,1.550000000000000000e+02
2.909715715999999830e+01,2.130000000000000000e+02
2.693498011999999875e+01,6.000000000000000000e+02
2.346474461000000034e+01,1.047000000000000000e+03
2.236586614999999867e+01,1.937000000000000000e+03
2.357708069999999978e+01,2.043000000000000000e+03
2.907330230000000171e+01,1.181000000000000000e+03
3.147085226000000091e+01,1.020000000000000000e+03
2.823256848000000119e+01,1.169000000000000000e+03
2.804497727000000040e+01,4.800000000000000000e+02
2.602801370999999975e+01,7.420000000000000000e+02
1.497186194000000015e+01,8.530000000000000000e+02
3.000000118999999743e-01,2.515000000000000000e+03
3.000000118999999743e-01,2.267000000000000000e+03
3.000000118999999743e-01,2.173000000000000000e+03
3.000000118999999743e-01,8.460000000000000000e+02
3.332724119000000229e+01,2.860000000000000000e+02
2.627061107000000106e+01,2.690000000000000000e+02
2.815076025000000115e+01,1.280000000000000000e+02
3.199925852999999876e+01,1.400000000000000000e+02
3.447083814999999873e+01,1.030000000000000000e+02
2.399649600000000049e+01,1.720000000000000000e+02
2.229821546999999882e+01,1.185000000000000000e+03
2.226876375999999880e+01,1.819000000000000000e+03
2.228349495999999874e+01,1.764000000000000000e+03
2.470558274000000054e+01,2.233000000000000000e+03
2.434052717999999871e+01,1.924000000000000000e+03
2.585523115000000161e+01,1.515000000000000000e+03
3.435342042999999990e+01,8.680000000000000000e+02
3.285145303000000183e+01,1.010000000000000000e+02
2.675054262000000094e+01,3.560000000000000000e+02
2.478700208000000060e+01,9.320000000000000000e+02
2.481881890000000013e+01,1.046000000000000000e+03
2.300713995999999995e+01,1.874000000000000000e+03
2.342880110000000116e+01,7.080000000000000000e+02
2.304493189000000086e+01,1.444000000000000000e+03
2.056331649999999911e+01,2.004000000000000000e+03
2.323880219999999852e+01,1.314000000000000000e+03
2.607598175000000040e+01,5.750000000000000000e+02
2.361839232000000166e+01,9.780000000000000000e+02
1.691599121999999866e+01,1.632000000000000000e+03
3.000000118999999743e-01,2.180000000000000000e+03
3.000000118999999743e-01,4.980000000000000000e+02
3.000000118999999743e-01,7.480000000000000000e+02
3.954827399999999926e+01,2.380000000000000000e+02
4.477097197999999878e+01,3.590000000000000000e+02
4.507946442000000076e+01,3.810000000000000000e+02
4.047194420000000292e+01,7.500000000000000000e+01
3.177060037000000037e+01,4.290000000000000000e+02
3.423230896999999828e+01,3.710000000000000000e+02
3.112608990000000020e+01,4.710000000000000000e+02
3.020110891999999936e+01,6.160000000000000000e+02
3.049250792000000132e+01,6.700000000000000000e+02
2.033767757000000032e+01,6.740000000000000000e+02
1.930343513000000044e+01,9.600000000000000000e+02
1.900233696000000094e+01,1.583000000000000000e+03
2.821051101999999844e+01,7.690000000000000000e+02
2.796895334999999960e+01,9.960000000000000000e+02
3.309303798999999913e+01,6.350000000000000000e+02
3.305370422000000019e+01,2.010000000000000000e+02
2.706482822999999982e+01,1.684000000000000000e+03
2.313331033000000048e+01,2.548000000000000000e+03
2.221197989999999933e+01,2.052000000000000000e+03
2.266208951999999854e+01,1.686000000000000000e+03
1.949697705000000170e+01,2.186000000000000000e+03
2.159264055999999954e+01,1.714000000000000000e+03
2.464048307999999921e+01,1.326000000000000000e+03
2.954602080000000086e+01,6.450000000000000000e+02
2.975404045000000153e+01,6.270000000000000000e+02
2.882602985999999845e+01,4.030000000000000000e+02
2.158000853000000063e+01,1.231000000000000000e+03
3.000000118999999743e-01,2.548000000000000000e+03
2.364235822999999925e+01,3.280000000000000000e+02
3.323696447999999748e+01,1.000000000000000000e+02
4.553032478000000083e+01,5.600000000000000000e+01
4.513179705999999669e+01,3.390000000000000000e+02
4.306741696999999647e+01,4.120000000000000000e+02
4.153689872999999722e+01,1.840000000000000000e+02
2.127195538000000141e+01,2.890000000000000000e+02
1.271591697000000032e+01,4.710000000000000000e+02
3.154688184000000106e+01,3.070000000000000000e+02
2.490283456999999956e+01,3.150000000000000000e+02
1.985673339999999953e+01,6.820000000000000000e+02
1.860572417999999928e+01,6.280000000000000000e+02
1.791868759999999838e+01,5.940000000000000000e+02
1.960300219000000155e+01,5.330000000000000000e+02
2.327503987000000052e+01,1.018000000000000000e+03
3.201815675000000283e+01,4.510000000000000000e+02
2.747065751999999961e+01,3.990000000000000000e+02
2.547331396999999953e+01,1.361000000000000000e+03
2.412834537999999895e+01,2.606000000000000000e+03
2.411752870999999843e+01,2.440000000000000000e+03
2.607281800999999888e+01,2.264000000000000000e+03
2.971151970000000020e+01,1.715000000000000000e+03
1.850687784000000136e+01,1.991000000000000000e+03
2.209801882000000006e+01,1.068000000000000000e+03
2.580323991999999933e+01,7.360000000000000000e+02
3.162895274999999984e+01,4.140000000000000000e+02
3.400055451000000062e+01,1.700000000000000000e+02
2.921408488999999875e+01,8.150000000000000000e+02
3.000000118999999743e-01,3.426000000000000000e+03
3.908123398000000037e+01,4.800000000000000000e+01
4.613071391999999804e+01,5.200000000000000000e+01
4.824100640000000340e+01,1.120000000000000000e+02
4.206218127999999723e+01,3.760000000000000000e+02
3.900740571000000045e+01,4.830000000000000000e+02
4.096421128000000067e+01,6.520000000000000000e+02
3.112829289000000088e+01,2.260000000000000000e+02
2.219756643999999923e+01,1.240000000000000000e+02
2.164711317000000079e+01,4.520000000000000000e+02
1.720045946999999842e+01,2.120000000000000000e+02
1.732370093999999838e+01,2.320000000000000000e+02
2.134954250999999914e+01,2.240000000000000000e+02
2.717021718000000163e+01,2.150000000000000000e+02
2.596372889999999956e+01,2.510000000000000000e+02
2.158045982999999879e+01,6.450000000000000000e+02
