Distance,NOS
2.207251637999999971e+01,6.260000000000000000e+02
2.495270395000000008e+01,1.821000000000000000e+03
2.429833750999999964e+01,1.818000000000000000e+03
2.163632351000000043e+01,2.469000000000000000e+03
2.553912912999999918e+01,2.529000000000000000e+03
3.016035617000000002e+01,1.719000000000000000e+03
2.272348460999999986e+01,1.145000000000000000e+03
1.745236498999999952e+01,1.627000000000000000e+03
1.973992279000000138e+01,9.390000000000000000e+02
1.626562765999999982e+01,6.810000000000000000e+02
1.127477921000000016e+01,5.870000000000000000e+02
3.696559220000000323e+01,1.920000000000000000e+02
3.000000118999999743e-01,2.663000000000000000e+03
4.044190539000000228e+01,3.100000000000000000e+01
4.349057396999999980e+01,3.200000000000000000e+01
4.541093564999999899e+01,1.000000000000000000e+02
4.293367140000000148e+01,3.380000000000000000e+02
3.917741835000000350e+01,5.680000000000000000e+02
3.914381055999999859e+01,8.550000000000000000e+02
3.135183027000000067e+01,8.870000000000000000e+02
2.903540423999999831e+01,7.480000000000000000e+02
2.930133423999999920e+01,3.680000000000000000e+02
2.913733870000000081e+01,2.730000000000000000e+02
2.879048153000000099e+01,1.580000000000000000e+02
2.746768141000000085e+01,3.220000000000000000e+02
2.725621818999999846e+01,3.290000000000000000e+02
2.615521851999999825e+01,5.540000000000000000e+02
2.843682232000000099e+01,5.130000000000000000e+02
2.780642021999999969e+01,8.850000000000000000e+02
2.834675507000000039e+01,1.024000000000000000e+03
2.333299281000000036e+01,1.415000000000000000e+03
2.429580070000000092e+01,1.577000000000000000e+03
2.792240812000000005e+01,1.645000000000000000e+03
3.256335771999999906e+01,1.221000000000000000e+03
2.780311896999999988e+01,1.208000000000000000e+03
2.782729902999999894e+01,1.321000000000000000e+03
2.338847950999999981e+01,8.350000000000000000e+02
1.567234539999999932e+01,5.970000000000000000e+02
8.673107210999999594e+00,7.030000000000000000e+02
3.000000118999999743e-01,1.385000000000000000e+03
4.119994460000000203e+01,9.000000000000000000e+00
4.527267031000000230e+01,2.200000000000000000e+01
4.262459953999999840e+01,7.300000000000000000e+01
4.355509477999999746e+01,1.360000000000000000e+02
4.060159601000000151e+01,5.460000000000000000e+02
3.899286466000000217e+01,7.620000000000000000e+02
2.375594887999999827e+01,9.060000000000000000e+02
2.528915874999999858e+01,1.635000000000000000e+03
2.645923038000000105e+01,1.038000000000000000e+03
2.763701620999999875e+01,7.290000000000000000e+02
2.756367360000000133e+01,9.420000000000000000e+02
2.844293942999999913e+01,9.520000000000000000e+02
2.938319402000000125e+01,1.180000000000000000e+03
2.916282517000000141e+01,1.747000000000000000e+03
2.710144073000000020e+01,1.848000000000000000e+03
2.424352345000000142e+01,2.444000000000000000e+03
2.158165406999999902e+01,2.372000000000000000e+03
2.278490077000000014e+01,1.849000000000000000e+03
2.439967157999999969e+01,1.601000000000000000e+03
2.806420757000000066e+01,8.220000000000000000e+02
2.935413623000000172e+01,8.640000000000000000e+02
2.942605706000000154e+01,8.280000000000000000e+02
2.194298639000000151e+01,5.650000000000000000e+02
2.524160807999999889e+01,5.620000000000000000e+02
1.161674404000000038e+01,5.550000000000000000e+02
3.000000118999999743e-01,1.367000000000000000e+03
4.187022024000000187e+01,3.700000000000000000e+01
4.125423022999999745e+01,1.050000000000000000e+02
4.276640875999999736e+01,1.640000000000000000e+02
4.071616350000000040e+01,3.330000000000000000e+02
3.912423925000000224e+01,2.100000000000000000e+02
3.672331052999999912e+01,5.010000000000000000e+02
2.979997267999999977e+01,2.400000000000000000e+02
2.265368538999999970e+01,6.090000000000000000e+02
2.786837428999999844e+01,1.234000000000000000e+03
2.781433906999999905e+01,1.142000000000000000e+03
2.998280447000000137e+01,1.695000000000000000e+03
2.981948171999999886e+01,1.712000000000000000e+03
2.952060597999999914e+01,1.803000000000000000e+03
2.709737396999999959e+01,1.919000000000000000e+03
2.345492570000000043e+01,3.271000000000000000e+03
2.186082491000000161e+01,2.811000000000000000e+03
2.429998653999999902e+01,1.894000000000000000e+03
2.562077949000000032e+01,1.428000000000000000e+03
2.916539202999999958e+01,1.096000000000000000e+03
3.010422240000000116e+01,7.050000000000000000e+02
3.251662947999999886e+01,5.580000000000000000e+02
3.022096515000000139e+01,3.190000000000000000e+02
1.670240855000000124e+01,2.060000000000000000e+02
7.791360038999999738e+00,2.780000000000000000e+02
3.000000118999999743e-01,2.484000000000000000e+03
3.885117357000000027e+01,1.230000000000000000e+02
3.966391995000000037e+01,1.360000000000000000e+02
3.941598023000000239e+01,3.930000000000000000e+02
3.848516571999999769e+01,2.570000000000000000e+02
3.734691895000000272e+01,2.470000000000000000e+02
3.480121892999999744e+01,9.540000000000000000e+02
2.839382206000000153e+01,1.300000000000000000e+02
2.891714905999999985e+01,3.610000000000000000e+02
2.951712251000000009e+01,9.680000000000000000e+02
3.082148335999999844e+01,1.376000000000000000e+03
3.123475198999999947e+01,1.104000000000000000e+03
2.797408409000000162e+01,1.680000000000000000e+03
2.654287771999999990e+01,2.175000000000000000e+03
2.508956004999999934e+01,2.945000000000000000e+03
2.349888293000000061e+01,2.985000000000000000e+03
2.286890132999999992e+01,2.525000000000000000e+03
2.668994784999999936e+01,1.585000000000000000e+03
3.069593946999999901e+01,1.291000000000000000e+03
3.364660695999999973e+01,1.029000000000000000e+03
3.337754420000000266e+01,8.700000000000000000e+02
2.690119217000000162e+01,1.060000000000000000e+03
1.338460302999999918e+01,4.810000000000000000e+02
6.614523306999999797e+00,4.130000000000000000e+02
3.000000118999999743e-01,2.711000000000000000e+03
3.718297370999999885e+01,3.710000000000000000e+02
3.712719460000000282e+01,2.680000000000000000e+02
3.655390447999999992e+01,4.560000000000000000e+02
3.653567122999999839e+01,6.020000000000000000e+02
3.508822708000000290e+01,9.460000000000000000e+02
3.312485558000000196e+01,2.503000000000000000e+03
3.218311348999999666e+01,2.136000000000000000e+03
3.117269960000000140e+01,1.760000000000000000e+02
2.810762774000000164e+01,1.124000000000000000e+03
2.735938996999999873e+01,1.732000000000000000e+03
2.559960382999999950e+01,1.846000000000000000e+03
2.563811817999999931e+01,2.263000000000000000e+03
2.504885669000000092e+01,2.261000000000000000e+03
2.448339904999999916e+01,1.881000000000000000e+03
2.391400396999999955e+01,2.069000000000000000e+03
2.482963871000000111e+01,1.676000000000000000e+03
2.507560214000000087e+01,8.080000000000000000e+02
2.710103914999999830e+01,5.640000000000000000e+02
3.804238286999999730e+01,3.700000000000000000e+02
3.567420165000000054e+01,6.990000000000000000e+02
1.392296317999999999e+01,2.220000000000000000e+02
8.213282119000000492e+00,2.860000000000000000e+02
3.000000118999999743e-01,1.331000000000000000e+03
3.598901183000000259e+01,1.370000000000000000e+02
3.571088967000000025e+01,4.940000000000000000e+02
3.462104661000000050e+01,1.660000000000000000e+02
3.463549559999999872e+01,3.940000000000000000e+02
3.197529417000000151e+01,1.836000000000000000e+03
3.290165663999999879e+01,9.460000000000000000e+02
3.081180747000000153e+01,1.225000000000000000e+03
3.028372083000000003e+01,1.163000000000000000e+03
2.908132737000000034e+01,5.470000000000000000e+02
2.571947790000000111e+01,1.744000000000000000e+03
2.387706341999999893e+01,3.036000000000000000e+03
2.189703563000000131e+01,2.841000000000000000e+03
2.281937436000000119e+01,1.981000000000000000e+03
2.190577315999999897e+01,1.505000000000000000e+03
2.024394902999999957e+01,1.538000000000000000e+03
1.975911593000000011e+01,9.760000000000000000e+02
2.147424131000000003e+01,5.320000000000000000e+02
2.140296011999999948e+01,3.030000000000000000e+02
2.240013791999999881e+01,6.370000000000000000e+02
1.524709758000000015e+01,3.800000000000000000e+02
3.000000118999999743e-01,1.036000000000000000e+03
3.000000118999999743e-01,4.690000000000000000e+02
3.781246559000000218e+01,4.800000000000000000e+01
3.131752765999999966e+01,4.670000000000000000e+02
3.136464335000000148e+01,3.680000000000000000e+02
3.135675313000000131e+01,1.990000000000000000e+02
3.113737790000000061e+01,8.100000000000000000e+02
2.988556262000000174e+01,2.887000000000000000e+03
3.079546570999999844e+01,9.100000000000000000e+02
2.862289480000000097e+01,1.501000000000000000e+03
2.784243242999999879e+01,1.100000000000000000e+03
2.576925320999999869e+01,1.562000000000000000e+03
2.283439093999999869e+01,2.747000000000000000e+03
2.091559445000000039e+01,2.577000000000000000e+03
2.055306750000000093e+01,1.172000000000000000e+03
2.019901950999999940e+01,6.150000000000000000e+02
1.909557696999999976e+01,1.244000000000000000e+03
1.609187555000000103e+01,1.612000000000000000e+03
1.605455751999999947e+01,8.230000000000000000e+02
1.468934531000000021e+01,5.350000000000000000e+02
1.360253716000000068e+01,4.330000000000000000e+02
3.000000118999999743e-01,8.690000000000000000e+02
2.855524146000000130e+01,7.600000000000000000e+01
2.978731558000000135e+01,1.580000000000000000e+02
2.778976318999999862e+01,6.070000000000000000e+02
2.835174808000000013e+01,9.310000000000000000e+02
2.882474726999999959e+01,8.720000000000000000e+02
2.830959208000000160e+01,2.028000000000000000e+03
2.786110163000000028e+01,2.508000000000000000e+03
2.846813035999999997e+01,1.658000000000000000e+03
2.761180862999999874e+01,1.344000000000000000e+03
2.389282215000000065e+01,1.870000000000000000e+03
2.223496704000000079e+01,2.436000000000000000e+03
2.625902501999999927e+01,5.640000000000000000e+02
2.208961435999999878e+01,3.180000000000000000e+02
2.112139438000000169e+01,1.285000000000000000e+03
1.852368244000000175e+01,1.710000000000000000e+03
1.534089252000000059e+01,2.113000000000000000e+03
1.386259614000000084e+01,1.596000000000000000e+03
3.000000118999999743e-01,8.700000000000000000e+02
3.000000118999999743e-01,9.220000000000000000e+02
2.254410783000000151e+01,6.800000000000000000e+01
2.665305260999999959e+01,1.790000000000000000e+02
2.625119262999999847e+01,1.238000000000000000e+03
2.641419883000000013e+01,1.899000000000000000e+03
2.552795675000000131e+01,2.413000000000000000e+03
2.550094102999999990e+01,3.758000000000000000e+03
2.531870685000000165e+01,3.947000000000000000e+03
2.522384630999999899e+01,2.527000000000000000e+03
2.313205547000000095e+01,2.105000000000000000e+03
2.173277119999999840e+01,2.221000000000000000e+03
2.354695926999999855e+01,9.900000000000000000e+02
2.233404884999999851e+01,9.220000000000000000e+02
2.304914683000000153e+01,1.068000000000000000e+03
1.857296623999999952e+01,2.053000000000000000e+03
1.682781995999999936e+01,1.801000000000000000e+03
1.537230880999999982e+01,1.170000000000000000e+03
3.000000118999999743e-01,1.652000000000000000e+03
2.746837435000000127e+01,2.120000000000000000e+02
2.824099106999999975e+01,9.070000000000000000e+02
2.659936981999999972e+01,1.801000000000000000e+03
2.512669547000000136e+01,2.980000000000000000e+03
2.357673236999999844e+01,3.225000000000000000e+03
2.219323865000000140e+01,3.332000000000000000e+03
2.326627574000000109e+01,4.126000000000000000e+03
2.320969777999999906e+01,4.326000000000000000e+03
2.161935263999999890e+01,4.060000000000000000e+03
2.101909746000000112e+01,2.497000000000000000e+03
2.120048880999999952e+01,1.212000000000000000e+03
2.257675130000000152e+01,8.950000000000000000e+02
2.193096987999999925e+01,5.520000000000000000e+02
2.231107722000000138e+01,4.780000000000000000e+02
3.000000118999999743e-01,1.449000000000000000e+03
3.000000118999999743e-01,1.148000000000000000e+03
2.885395889000000125e+01,1.456000000000000000e+03
2.578924931999999970e+01,2.124000000000000000e+03
2.341960269000000139e+01,2.692000000000000000e+03
2.124167565000000124e+01,3.318000000000000000e+03
2.153190078000000085e+01,3.366000000000000000e+03
2.148374520999999859e+01,4.302000000000000000e+03
1.959896811999999855e+01,3.495000000000000000e+03
2.140986101000000019e+01,1.054000000000000000e+03
1.914178795000000122e+01,5.360000000000000000e+02
1.407411053999999950e+01,1.970000000000000000e+02
3.000000118999999743e-01,2.890000000000000000e+02
3.000000118999999743e-01,7.110000000000000000e+02
2.576112498000000173e+01,1.436000000000000000e+03
2.341218389000000144e+01,2.214000000000000000e+03
2.123787641999999920e+01,2.946000000000000000e+03
1.996428288999999978e+01,2.436000000000000000e+03
1.960279299999999836e+01,1.503000000000000000e+03
2.005030986999999953e+01,3.200000000000000000e+02
2.068587580000000159e+01,8.500000000000000000e+01
3.000000118999999743e-01,2.030000000000000000e+02
3.000000118999999743e-01,2.790000000000000000e+02
1.996013084000000148e+01,1.643000000000000000e+03
1.979016998999999899e+01,1.099000000000000000e+03
2.015591605999999913e+01,3.970000000000000000e+02
3.000000118999999743e-01,5.490000000000000000e+02
3.000000118999999743e-01,2.630000000000000000e+02
1.750175029000000038e+01,4.570000000000000000e+02
